avg,num
0.111111111111,4.0
0.210526315789,17.0
0.0,0.0
0.333333333333,35.0
0.5,154.0
0.489795918367,137.0
0.317073170732,65.0
0.28,46.0
0.277777777778,28.0
0.473684210526,148.0
0.416666666667,121.0
0.441860465116,103.0
0.47619047619,94.0
0.375,79.0
0.285714285714,23.0
0.285714285714,16.0
0.489361702128,125.0
0.482142857143,134.0
0.083333333333,4.0
0.3,69.0
0.472727272727,149.0
0.516129032258,173.0
0.125,11.0
0.166666666667,13.0
0.512195121951,97.0
0.235294117647,19.0
0.0,0.0
0.323529411765,68.0
0.117647058824,11.0
0.361111111111,67.0
0.0,0.0
0.448979591837,129.0
0.2,26.0
0.4375,129.0
0.333333333333,60.0
0.483333333333,147.0
0.48,70.0
0.230769230769,19.0
0.48,124.0
0.0,0.0
0.516666666667,169.0
0.0,0.0
0.277777777778,23.0
0.490909090909,145.0
0.0,0.0
0.428571428571,122.0
0.32,51.0
0.111111111111,12.0
0.333333333333,53.0
0.479166666667,122.0
0.111111111111,4.0
0.176470588235,14.0
0.375,56.0
0.166666666667,30.0
0.157894736842,23.0
0.425925925926,123.0
0.2,10.0
0.0,0.0
0.36,52.0
0.071428571429,8.0
0.435897435897,70.0
0.425531914894,120.0
0.441176470588,69.0
0.44,126.0
0.46511627907,86.0
0.393939393939,71.0
0.387096774194,53.0
0.490566037736,140.0
0.071428571429,4.0
0.5,146.0
0.0625,3.0
0.405405405405,92.0
0.210526315789,23.0
0.083333333333,4.0
0.30303030303,75.0
0.434782608696,84.0
0.230769230769,16.0
0.354838709677,60.0
0.394736842105,72.0
0.269230769231,25.0
0.0,0.0
0.0,0.0
0.314285714286,60.0
0.25,15.0
0.5,150.0
0.375,92.0
0.0,0.0
0.322580645161,34.0
0.439024390244,73.0
0.516129032258,173.0
0.310344827586,38.0
0.458333333333,111.0
0.2,12.0
0.380952380952,53.0
0.348837209302,69.0
0.482142857143,136.0
0.0,0.0
0.0,0.0
0.5,166.0
0.471698113208,130.0
0.1,8.0
0.333333333333,43.0
0.409090909091,104.0
0.516129032258,173.0
0.333333333333,43.0
0.2,3.0
0.344827586207,44.0
0.524590163934,173.0
0.458333333333,137.0
0.208333333333,29.0
0.15,16.0
0.489795918367,149.0
0.230769230769,21.0
0.448979591837,108.0
0.2,15.0
0.40625,80.0
0.0,0.0
0.0,0.0
0.153846153846,7.0
0.477272727273,102.0
0.342857142857,74.0
0.222222222222,15.0
0.491525423729,156.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.491228070175,133.0
0.111111111111,3.0
0.454545454545,115.0
0.379310344828,40.0
0.413043478261,119.0
0.166666666667,4.0
0.487179487179,89.0
0.411764705882,80.0
0.4,73.0
0.441860465116,105.0
0.0,0.0
0.391304347826,38.0
0.0625,11.0
0.315789473684,27.0
0.408163265306,108.0
0.0,0.0
0.4375,61.0
0.333333333333,49.0
0.0,0.0
0.366666666667,57.0
0.508196721311,159.0
0.0,0.0
0.473684210526,132.0
0.217391304348,16.0
0.272727272727,22.0
0.480769230769,132.0
0.2,20.0
0.411764705882,45.0
0.375,74.0
0.462962962963,138.0
0.470588235294,129.0
0.166666666667,15.0
0.416666666667,80.0
0.066666666667,4.0
0.0,0.0
0.384615384615,60.0
0.214285714286,10.0
0.434782608696,110.0
0.490196078431,141.0
0.42,112.0
0.40625,92.0
0.3,42.0
0.410256410256,83.0
0.416666666667,74.0
0.2,17.0
0.525423728814,171.0
0.3,55.0
0.450980392157,101.0
0.238095238095,25.0
0.0,0.0
0.525423728814,172.0
0.404761904762,91.0
0.0,0.0
0.0,0.0
0.3125,54.0
0.428571428571,108.0
0.5,150.0
0.534482758621,161.0
0.446428571429,134.0
0.480769230769,144.0
0.424242424242,87.0
0.509090909091,154.0
0.375,63.0
0.508196721311,163.0
0.441860465116,77.0
0.0,0.0
0.0,0.0
0.269230769231,40.0
0.0,0.0
0.468085106383,125.0
0.125,12.0
0.0,0.0
0.46511627907,89.0
0.461538461538,129.0
0.408163265306,99.0
0.0,0.0
0.392857142857,69.0
0.157894736842,15.0
0.0,0.0
0.416666666667,102.0
0.447368421053,108.0
0.468085106383,108.0
0.0,0.0
0.214285714286,32.0
0.46,127.0
0.25,31.0
0.235294117647,17.0
0.368421052632,72.0
0.275862068966,50.0
0.516666666667,169.0
0.285714285714,49.0
0.466666666667,119.0
0.0,0.0
0.393939393939,71.0
0.0,0.0
0.404761904762,86.0
0.464285714286,132.0
0.489361702128,110.0
0.0,0.0
0.2,5.0
0.363636363636,45.0
0.214285714286,36.0
0.0,0.0
0.5,172.0
0.181818181818,8.0
0.471698113208,141.0
0.125,4.0
0.446808510638,117.0
0.233333333333,35.0
0.222222222222,30.0
0.36,56.0
0.269230769231,26.0
0.266666666667,32.0
0.227272727273,24.0
0.0,0.0
0.4,65.0
0.393939393939,38.0
0.516666666667,165.0
0.428571428571,78.0
0.5,162.0
0.439024390244,98.0
0.333333333333,40.0
0.210526315789,30.0
0.333333333333,52.0
0.425531914894,90.0
0.142857142857,3.0
0.305555555556,42.0
0.214285714286,19.0
0.090909090909,4.0
0.0,0.0
0.190476190476,18.0
0.0,0.0
0.409090909091,93.0
0.464285714286,125.0
0.0,0.0
0.473684210526,138.0
0.481481481481,141.0
0.214285714286,16.0
0.409090909091,109.0
0.491228070175,130.0
0.277777777778,51.0
0.404255319149,139.0
0.388888888889,64.0
0.409090909091,88.0
0.307692307692,34.0
0.333333333333,52.0
0.475,104.0
0.365853658537,88.0
0.0,0.0
0.491228070175,147.0
0.0,0.0
0.323529411765,60.0
0.526315789474,159.0
0.272727272727,21.0
0.519230769231,123.0
0.347826086957,42.0
0.5,117.0
0.371428571429,58.0
0.487804878049,100.0
0.526315789474,169.0
0.42,120.0
0.366666666667,32.0
0.15,13.0
0.210526315789,15.0
0.490196078431,116.0
0.483333333333,149.0
0.214285714286,26.0
0.416666666667,67.0
0.0,0.0
