avg,num
0.619834710744,296.0
0.326923076923,43.0
0.465346534653,99.0
0.304347826087,25.0
0.467391304348,83.0
0.557471264368,193.0
0.456896551724,86.0
0.637735849057,341.0
0.25,7.0
0.12,14.0
0.475609756098,76.0
0.3,18.0
0.142857142857,3.0
0.338983050847,40.0
0.638783269962,340.0
0.285714285714,21.0
0.599118942731,258.0
0.611607142857,277.0
0.206896551724,8.0
0.495575221239,102.0
0.379746835443,60.0
0.629921259843,316.0
0.406593406593,71.0
0.142857142857,3.0
0.611111111111,292.0
0.480392156863,96.0
0.453608247423,90.0
0.575129533679,223.0
0.367816091954,48.0
0.534482758621,179.0
0.578431372549,248.0
0.285714285714,19.0
0.333333333333,41.0
0.526315789474,181.0
0.475806451613,113.0
0.166666666667,2.0
0.282051282051,17.0
0.637735849057,341.0
0.528169014085,143.0
0.533333333333,196.0
0.0,0.0
0.605381165919,267.0
0.530487804878,163.0
0.239130434783,21.0
0.307692307692,25.0
0.275,16.0
0.133333333333,7.0
0.628458498024,318.0
0.568965517241,191.0
0.307692307692,19.0
0.514084507042,137.0
0.397849462366,56.0
0.0,0.0
0.614678899083,257.0
0.413793103448,58.0
0.535031847134,182.0
0.629310344828,291.0
0.592274678112,271.0
0.45652173913,89.0
0.529411764706,157.0
0.0,0.0
0.486486486486,101.0
0.311111111111,28.0
0.575757575758,218.0
0.615044247788,265.0
0.587939698492,227.0
0.416666666667,87.0
0.424778761062,92.0
0.629482071713,307.0
0.414634146341,67.0
0.626050420168,300.0
0.421052631579,70.0
0.433333333333,67.0
0.603603603604,266.0
0.528925619835,137.0
0.486725663717,101.0
0.31914893617,27.0
0.354838709677,42.0
0.181818181818,6.0
0.356164383562,48.0
0.596412556054,270.0
0.225806451613,13.0
0.525925925926,148.0
0.589622641509,243.0
0.0,0.0
0.635193133047,297.0
0.5859030837,261.0
0.461538461538,113.0
0.354166666667,28.0
0.41935483871,52.0
0.189189189189,9.0
0.598173515982,258.0
0.516129032258,150.0
0.34693877551,20.0
0.601941747573,234.0
0.0,0.0
0.581730769231,236.0
0.57,209.0
0.40625,67.0
0.260869565217,18.0
0.142857142857,7.0
0.611814345992,289.0
0.534246575342,146.0
0.496350364964,139.0
0.591549295775,258.0
0.384615384615,58.0
0.133333333333,4.0
0.322033898305,34.0
0.583333333333,245.0
0.626050420168,286.0
0.066666666667,4.0
0.593607305936,259.0
0.222222222222,10.0
0.538961038961,162.0
0.604761904762,264.0
0.28,24.0
0.5,106.0
0.383720930233,73.0
0.460992907801,136.0
0.461538461538,93.0
0.368421052632,45.0
0.303571428571,41.0
0.616740088106,285.0
0.509803921569,151.0
0.4,51.0
0.227272727273,11.0
0.536723163842,181.0
0.6328125,330.0
0.625,310.0
0.323076923077,27.0
0.630952380952,333.0
0.448979591837,80.0
0.625531914894,305.0
0.601851851852,275.0
0.381578947368,45.0
0.390243902439,29.0
0.591549295775,233.0
0.232142857143,23.0
0.496183206107,132.0
0.333333333333,36.0
0.623015873016,324.0
0.083333333333,2.0
0.621145374449,290.0
0.095238095238,2.0
0.1,7.0
0.157894736842,5.0
0.586206896552,237.0
0.357142857143,49.0
0.546511627907,170.0
0.361445783133,71.0
0.0,0.0
0.582352941176,191.0
0.225,19.0
0.166666666667,6.0
0.25,20.0
0.289473684211,55.0
0.453846153846,98.0
0.473214285714,104.0
0.6038647343,248.0
0.222222222222,23.0
0.619246861925,299.0
0.406976744186,75.0
0.15625,6.0
0.565934065934,199.0
0.380952380952,52.0
0.179487179487,17.0
0.617283950617,303.0
0.486725663717,116.0
0.583333333333,238.0
0.510638297872,133.0
0.566037735849,236.0
0.48623853211,114.0
0.632,317.0
0.45045045045,79.0
0.535947712418,183.0
0.421052631579,58.0
0.629032258065,319.0
0.580487804878,231.0
0.320512820513,54.0
0.633858267717,335.0
0.586046511628,261.0
0.561111111111,194.0
0.341463414634,29.0
0.442307692308,73.0
