avg,cov
0.0305690072639,0.0184369840392
0.00890052356021,0.00192625206415
0.035816035816,0.0085305448538
0.0258064516129,0.00495321959311
0.0156312625251,0.0096312603189
0.0295698924731,0.0148596587787
0.0202702702703,0.0118326912495
0.0414827890556,0.0211887727019
0.0206508135169,0.00798018712151
0.00430292598967,0.00137589433151
0.0134373645427,0.00715465052295
0.0200720535255,0.00137589433152
0.0263788968825,0.0057787561915
0.00728862973761,0.00275178866289
0.0438622313806,0.0225646670334
0.0165421558164,0.00660429278994
0.0300157977883,0.0129334067139
0.0397902529303,0.0181618051734
0.0135811293781,0.00137589433115
0.0240310077519,0.00715465052275
0.0246679316888,0.00632911392384
0.0417166866747,0.0178866263067
0.0485175202156,0.00908090258643
0.0767160161507,0.000275178866225
0.034015653221,0.0198128783712
0.0295950155763,0.0121078701154
0.0363783346807,0.0107319757846
0.0358895705521,0.0101816180519
0.0228365384615,0.00275178866275
0.0189771630749,0.0101816180517
0.0250154416306,0.0110071546508
0.0349315068493,0.0041276829943
0.030243902439,0.000825536598571
0.0268588273829,0.0165107319754
0.0399019950998,0.0115575123828
0.0,6.98746616123e-15
0.0791954745443,0.00302696752846
0.0403059723448,0.0228398458994
0.0323580034423,0.0126582278486
0.0203619909502,0.00990643918534
0.0,1.52516888008e-14
0.0294296116505,0.0156851953767
0.0310218978102,0.0198128783712
0.00308800823469,0.00275178866305
0.0117067159581,0.00302696752862
0.0134969325153,0.00385250412815
0.0986949429038,3.26266791362e-14
0.0481536189069,0.0225646670336
0.0294214876033,0.0145844799115
0.0293318848452,0.00825536598805
0.0292313244316,0.0173362685748
0.0269039735099,0.0112823335171
0.0,7.6761513812e-17
0.0324695597877,0.0178866263069
0.0295983086681,0.0068794716568
0.0424495476688,0.0203632361039
0.0286317058469,0.0107319757843
0.0421967111387,0.0123830489816
0.0604805302403,0.0099064391858
0.0366774541532,0.0156851953769
0.0,-2.04142258653e-14
0.0284584980237,0.0129334067144
0.0340839926963,0.00412768299426
0.0472131147541,0.0115575123828
0.0393581592492,0.0151348376446
0.0357963875205,0.0151348376442
0.0212158302734,0.00990643918569
0.0130825838103,0.00742982938933
0.0480427046263,0.0173362685741
0.0147292993631,0.00440286186064
0.040635502597,0.0220143093013
0.0271154745208,0.004678040726
0.0248474280732,0.0101816180522
0.046394984326,0.017611447441
0.0504638218924,0.014034122179
0.0243806527723,0.0079801871217
0.0110497237569,0.00742982938947
0.018009478673,0.0107319757841
0.0244755244755,0.0110071546502
0.0154264972777,0.00357732526179
0.036496350365,0.0129334067146
0.025787965616,0.00165107319772
0.0429124164615,0.00715465052276
0.0431632010082,0.0214639515684
0.0,-3.86898846294e-13
0.0349781386633,0.0239405613648
0.0329972502291,0.0156851953766
0.0338198647205,0.0112823335168
0.0169245647969,0.00082553659911
0.0407478427613,0.000825536598582
0.00444444444444,0.00275178866242
0.0441405035748,0.0154100165107
0.038996269922,0.0140341221792
0.00996126175982,0.00385250412773
0.025393764063,0.0192625206382
0.0,4.45476988631e-15
0.0257683949084,0.0192625206387
0.0307988450433,0.0123830489815
0.0537074148297,0.00687947165696
0.0427974947808,0.00605393505821
0.0368421052632,0.00247660979603
0.0326934613077,0.0217391304347
0.0252473558512,0.00880572372091
0.021824686941,0.00880572372012
0.039074241058,0.0184369840396
0.0296889726673,0.00440286186069
0.0291545189504,3.59295926344e-14
0.0205882352941,0.00825536598831
0.0396557024285,0.0145844799124
0.0518896220756,0.0198128783705
0.00289687137891,9.52293799372e-14
0.0248390064397,0.0165107319757
0.0294471153846,0.0046780407262
0.0335429769392,0.00935608145276
0.0254737496117,0.0187121629058
0.0029225523624,0.00990643918553
0.0263633080534,0.011007154651
0.026171875,0.0118326912492
0.0233043478261,0.0156851953768
0.0600309837335,0.00908090258717
0.0173235166739,0.0121078701151
0.0179671457906,0.002751788663
0.0431811121466,0.0189873417725
0.0284210526316,0.00963126031917
0.0202702702703,0.0148596587782
0.00334168755221,0.00412768299414
0.0376745696655,0.0206384149695
0.0342992312241,0.0261419922954
0.0394147506718,0.0181618051733
0.014660151044,0.00275178866248
0.0391691394659,0.0173362685746
0.0177537630259,0.00605393505733
0.026941362916,0.0184369840398
0.0314503816794,0.019537699505
0.01394585726,0.00440286186059
0.0405643738977,0.00880572372083
0.0266281681104,0.0104567969175
0.0117544623422,0.00880572372032
0.0372226198998,0.0123830489823
0.0366876310273,0.009906439185
0.0382109004739,0.0200880572369
0.0,-4.16056078478e-14
0.0423702793982,0.0253164556964
0.0,0.00302696752893
0.000987166831194,0.000825536598794
0.0383729854183,0.00660429279051
0.0338770388959,0.0184369840393
0.0200400801603,0.00220143093042
0.0294604435617,0.016785910842
0.0207296849088,0.00825536598795
0.0,-1.29340982369e-14
0.0355481727575,0.0156851953773
0.0893048128342,0.0055035773251
0.00121654501217,-2.75196532229e-14
0.0107160253288,0.00467804072653
0.0112142304718,0.00880572371996
0.0250871080139,0.00357732526102
0.0425357873211,0.00632911392422
0.0445626870635,0.0132085855811
0.0140127388535,0.0118326912497
0.0381747688637,0.0214639515686
0.020675944334,0.00275178866238
0.00727513227513,0.000825536598724
0.0416088765603,0.0129334067143
0.0503304524657,0.0011007154652
0.00700525394046,0.0079801871221
0.0389286826534,0.0187121629057
0.0357274401473,0.0132085855805
0.0283643239836,0.0134837644464
0.0434938892883,0.015960374243
0.0269755633132,0.0151348376449
0.023246492986,0.0140341221795
0.0408833184124,0.0217391304347
0.0448950036206,0.00742982938891
0.0247763248451,0.0137589433134
0.0138613861386,0.00275178866216
0.037696645889,0.0184369840391
0.0453943008615,0.0112823335165
0.0173913043478,0.0104567969179
0.0415553576729,0.0217391304348
0.0266336327036,0.0132085855809
0.0503208375549,0.0167859108419
0.0194174757282,0.0011007154651
0.0379854886897,0.00990643918517
0.0363875493205,0.00798018712116
0.00376952073236,0.00467804072604
0.0320512820513,0.00935608145248
0.0328113348248,0.00770500825565
0.00833333333333,0.00247660979638
0.0388349514563,0.0112823335163
0.0331582403152,0.0176114474408
0.0232252410167,0.00522839845942
0.0262489415749,0.00632911392421
0.0413723511604,0.00605393505773
0.0497845859263,0.00467804072695
0.0203298810894,0.0189873417724
0.0304252199413,0.00605393505807
0.0408776675684,0.0225646670335
0.023679417122,0.0170610897081
0.00233644859813,0.000275178865991
0.0419536631183,0.0162355531093
0.0314960629921,0.0126582278486
0.0346769413159,0.0228398458996
0.0243495663776,0.0187121629056
0.0300574130361,0.00660429279071
0.0298383754662,0.0077050082549
0.029024637192,0.00908090258655
0.0395108184384,0.0184369840401
0.0301724137931,0.016785910842
0.0425950196592,0.019812878371
0.0397563321577,0.0192625206383
0.00507614213198,0.00192625206393
0.0303214069133,0.0165107319759
0.0356484326982,0.018161805173
0.0369781312127,0.00467804072653
0.033,0.00495321959232
0.0,7.6761513812e-17
0.0342857142857,0.0167859108421
0.0420875420875,0.0115575123835
0.00294637595757,0.000275178866306
0.0325872284398,0.0115575123835
0.030625,0.0151348376447
0.0350015351551,0.018712162906
0.0380032206119,0.0209135938359
0.0284054228535,0.0118326912497
0.0400131190554,0.0123830489821
0.0403105404598,0.0156851953768
0.0201528839472,0.012658227848
0.0474478792236,-3.81944476047e-13
0.0305782621859,0.0137589433133
0.0276222471071,0.00742982938864
0.0,-1.67366120962e-14
0.00949367088608,4.03968525298e-13
0.0291095890411,0.00495321959227
0.0485611510791,0.0118326912491
0.0278818143987,0.0115575123828
0.0570098894706,4.10560474506e-13
0.0370938074801,0.0162355531098
0.0633140376266,0.0156851953769
0.0346358792185,0.0162355531097
0.0295731707317,0.0178866263074
0.0342335488779,0.00220143093023
0.042471042471,0.00798018712206
0.0423654015887,0.0231150247657
0.0554528650647,0.000275178866362
0.053500660502,0.00165107319751
0.019051838724,0.0162355531094
0.0272657450077,0.0118326912494
0.0010460251046,1.01835206934e-13
0.0255169379674,0.00165107319759
0.0387573054445,0.0123830489819
0.0137221269297,0.0115575123833
0.0694006309148,0.00550357732516
0.0339820821749,0.017336268575
0.0302284710018,0.0165107319753
0.0,0.00082553659851
0.00692520775623,0.000275178866409
0.0411973918198,0.023115024766
0.0389221556886,0.021463951569
0.0123839009288,-7.15538739371e-14
0.0273789649416,0.012658227848
0.032794053345,0.00660429279011
0.0140796703297,0.0107319757843
0.0317225022235,0.0228398458998
0.0355450236967,0.00935608145344
0.00515796260477,0.000275178866205
0.0567628932858,0.019537699505
0.0440567711413,0.021463951569
0.0161290322581,0.0162355531093
0.0352750809061,0.0137589433132
0.00373134328358,2.47107889706e-13
0.066985645933,0.0027517886629
0.0504828797191,0.00605393505774
0.0,0.000275178866259
0.0331457160725,0.0143093010459
0.00250836120401,-8.86790640919e-15
0.00248292985723,4.64517313503e-13
0.0271036873621,0.0198128783704
0.038906009245,0.0093560814528
0.0336680448907,0.0214639515681
0.0412278061992,0.0220143093012
0.0260115606936,0.00302696752857
0.0405336069779,0.00165107319731
0.022009229677,0.0159603742433
0.0210099520826,0.00440286185996
0.0504876649455,0.010456796918
0.0399390243902,0.0192625206387
0.0355250856965,0.014584479912
0.0469208211144,0.0211887727025
0.0,0.000275178865935
0.00162469536962,0.00302696752851
0.0429121041728,0.0206384149695
0.0219941348974,0.0110071546501
0.0264097073519,0.00605393505812
0.035102739726,0.0170610897084
0.0421723300971,0.0203632361031
0.0290849673203,0.00963126031876
0.0321144674086,0.00963126031908
0.0380239520958,0.0184369840395
0.0154389060432,0.00302696752916
0.0458827104224,0.0239405613648
0.0406287069988,0.0206384149696
0.0241660993873,0.0115575123835
0.0398381574852,0.0209135938361
0.0111607142857,0.00495321959304
0.0371770636421,0.0151348376441
0.0226161369193,0.0176114474407
0.0401097017484,0.0115575123831
0.0209189391109,0.00715465052238
0.0316840277778,0.00467804072627
0.015455950541,0.00687947165627
0.118309859155,0.00192625206425
0.0192719486081,0.000825536598381
0.0320682553692,0.0184369840392
0.0314226519337,0.00880572372012
0.0315994166262,0.00220143093
0.0317709971689,0.0145844799123
0.0166468489893,0.015685195377
0.0156459544032,0.001651073198
0.0306965761511,0.00660429279022
0.0312596719282,0.0140341221796
0.0534031413613,0.00798018712212
0.0339335180055,0.0123830489822
0.0376261853778,0.0203632361037
0.0625845737483,0.0198128783705
0.0413075780089,0.0181618051733
0.0506097560976,0.0192625206386
0.0289855072464,0.00357732526101
0.020540910647,0.0134837644469
0.0335832083958,0.0189873417719
0.0335041387466,0.00440286185975
0.0,-2.4986956948e-14
0.0238944365193,0.0126582278485
0.0414523449319,0.0217391304352
0.0278896808181,0.0167859108423
0.0393700787402,0.0140341221795
0.0309625996321,0.0211887727022
0.0371134020619,0.0110071546509
0.0340304856434,0.0154100165106
0.0130172013017,0.00110071546516
0.0353477765108,0.000550357732417
0.0265957446809,0.0178866263074
0.0337577731715,0.0198128783704
0.020697167756,0.00632911392395
0.0289303387895,0.0101816180514
0.00944669365722,0.00522839845904
0.0412121212121,0.0225646670331
0.0,-4.28823643261e-15
0.004243281471,0.00110071546503
0.0406001765225,0.0231150247657
0.0143784786642,0.0140341221799
0.0501501501502,0.023665382499
0.00879949717159,0.00798018712194
0.0298459563543,0.0209135938358
0.0,0.00192625206381
0.0400597907324,0.0187121629054
0.0482386543954,0.0140341221795
0.0279329608939,0.00853054485374
0.0449891405523,0.0156851953766
0.0,1.19418364086e-14
0.0143540669856,0.00467804072612
0.0600641907382,0.00412768299379
0.0222551928783,0.00137589433116
0.0258654994031,0.0055035773257
0.027566539924,0.00660429279063
0.0289367429341,0.0112823335167
0.0319091400757,0.000550357732414
0.0351805728518,0.0159603742429
0.0198325253416,0.00880572372032
0.0206446939515,0.00687947165681
0.0387073863636,0.0093560814527
0.0214797136038,0.000550357732665
0.0491183879093,0.0165107319761
0.035681610247,0.0162355531093
0.0143027413588,0.0101816180522
0.039785426911,0.0121078701159
0.0139921294272,0.0071546505229
0.0659436008677,0.00853054485395
0.0280688622754,0.00522839845886
0.025641025641,0.0176114474408
0.0266335227273,0.00687947165697
0.0322104018913,0.0195376995044
0.0439676398171,0.0115575123833
0.0408513559904,0.0162355531099
0.00130975769483,-2.72448730243e-13
0.038061254832,0.0195376995044
0.0,2.81025203108e-15
0.0493291239148,0.00550357732496
0.066985645933,0.0129334067142
0.0401337792642,0.0200880572368
0.0317931326833,0.0121078701152
0.0389937106918,0.0082553659876
0.0353535353535,0.0101816180518
0.033945686901,0.012933406714
0.0712217718587,0.00853054485425
0.0568936877076,0.0123830489814
0.0429421768707,0.00880572372017
0.0119798234552,0.0104567969181
0.0246360582307,0.0115575123834
0.0351588911427,0.0112823335171
0.0406845334194,0.0118326912498
0.0,4.1883163604e-14
0.0154359616187,0.0151348376444
0.0369702434626,0.0206384149696
0.0434782608696,0.0220143093007
0.0435422182995,0.0217391304344
0.0356046654389,0.0214639515683
0.0384852216749,0.0187121629057
0.0406742396482,0.00853054485423
0.00196078431373,0.00192625206336
0.0257715558384,0.0165107319754
0.0276497695853,0.0165107319758
0.0392038600724,0.00770500825556
0.00735632183908,0.00495321959258
0.028606456886,0.00357732526164
0.025974025974,0.0118326912492
0.0251141552511,0.0112823335168
0.0398576512456,0.00687947165691
0.0443018637336,0.0217391304343
0.0200364298725,0.0143093010454
0.0320216049383,0.00605393505806
0.0102040816327,0.00742982938917
0.0335716506062,0.0159603742432
0.023753894081,0.00522839845865
0.0310743801653,0.0184369840393
0.0271812080537,0.0132085855808
0.017017828201,0.0151348376445
0.0464303544683,0.00357732526169
0.0342541436464,0.0129334067139
0.0394614670381,0.00770500825505
0.0298225745564,0.0154100165107
0.0555941626129,0.0156851953767
0.0220346929208,0.00467804072637
0.0350030175015,0.021739130435
0.0251450676983,0.0137589433133
0.0154639175258,0.00990643918544
0.0438994853164,0.0154100165109
0.0408100644369,0.0110071546508
0.0,-1.71182512609e-14
0.0455041863851,0.0165107319754
0.0389845874887,0.0206384149697
0.0446459713987,0.0101816180519
0.0244977951984,0.00302696752874
0.00401606425703,0.00247660979632
0.085625,0.00935608145294
0.0227408737283,0.019537699505
